Name,Author,Path,Servings,Ingredients,Instructions
Vanilla Ice Cream with Blueberries,Cuisinart,home/recipes/desserts/ice-cream-yogurt-sorbets/Vanilla Ice Cream with Blueberries,about 3 cups,   3/4 cup whole milk  1/2 cup granulated sugar Pinch kosher salt 1 1/2 cups heavy cream 1 1/2 teaspoons pure vanilla extract   ,This ice cream can easily be dressed up by adding your favorite chopped candies or sprinkles at the end of churning.  In a medium bowl use a hand mixer on low speed or whisk to combine the milk sugar and salt until the sugar is dissolved. Stir in the heavy cream and vanilla. Cover and refrigerate a minimum of 2 hours prefereably overnight. Whisk mixture together again before continuing.  Assemble the paddle holder of the Cuisinartreserved  Fruit ScoopTM  Frozen Dessert Maker with the ice cream paddle. Place in freezer bowl and turn the unit on. While the unit is running pour the mixture into the frozen freezer bowl. Allow to churn until thickened about 20 minutes. The ice cream will have a soft creamy texture. If a firmer consistency is desired transfer the ice cream to an airtight container and place in freezer for about 2 hours. Remove from freezer about 15 minutes before serving.   
Greek Yogurt,Fagor,home/recipes/desserts/ice-cream-yogurt-sorbets/Greek Yogurt,1 serving, You only need two ingredients to make yogurt at home: any type of milk and plain store-bought yogurt (with live active cultures) or starter yogurt.    Choosing the Milk - The following types of milk may be used:  Pasteurized milk of any fat content (full 2% 1% or skim milk)  Powdered milk  Long-life UHT sterilized milk  Soy Milk (Be sure to use UHT soy milk which contains one of the following ingredients: fructose honey or malt. These ingredients are necessary for fermentation and you will not succeed if none are available in the milk.)  Live Active Cultures-Unflavored Yogurt (All you need is a small amount of plain unflavored yogurt with live active cultures often called probiotics. The plain yogurt can either be purchased from a store or used from a previous batch of homemade yogurt.)  NOTE: For 5 cups of milk use  1/2 cup of plain yogurt or 1 packet starter culture. For 1 cup of milk use about one tablespoon of plain yogurt.    ,Yogurt Making Process:  Take the starter yogurt from the refrigerator so that it has time to come to room temperature while you heat the milk.   Place the desired amount of milk in the removable cooking pot. Leave the lid off and heat the milk to 180-185 degrees F by pressing the SLOW COOK LOW function. Use a thermometer to make sure that proper temperature has been reached.   Remove the removable cooking pot from heat and allow the milk to cool to lukewarm (100 degrees F-110 degrees F). To accelerate the cooling down process place the removable cooking pot in cold water. Do not let it cool below 90 degrees F.   Stir in the plain yogurt or starter culture packet and use a silicone whisk (metal will scratch cooking pot) to mix it with the milk until the consistency is smooth with no lumps remaining.  Place the lid on the Multi-cooker; align the handle with the condensation collector (open lock symbol) and turn it counterclockwise until the locking pin clicks into place. Turn the pressure regulator knob to STEAM when using the yogurt program. Press the YOGURT button. The preset cooking time is 8 hours. Depending on the flavor of yogurt you like best you can choose how long to cook the yogurt for by pressing the + or - button. With longer cooking time the yogurt will have a more tart flavor. With shorter time the yogurt will have a milder flavor.   Press the START/STOP button to begin the yogurt function. The unit will begin to count down in 1 minute increments once the correct temperature has been reached.   When the yogurt is ready remove the lid. There may be some yellowish liquid whey on top of the yogurt. This is normal whey contains nutrients and protein. Mix it back into the yogurt.   If you prefer regular yogurt cover and place in the refrigerator for 2 to 3 hours before serving or until yogurt cools down. If you prefer Greek yogurt continue reading.    Greek Yogurt: Place the strainer or a cheese cloth inside a container so the strainer doesn't touch the bottom of the container to allow for better drainage.   Pour the homemade yogurt into the strainer or cheese cloth and cover with the lid. Put it in the refrigerator to strain and chill for at least 2 hours. The longer the time the thicker the yogurt becomes.   Gently remove yogurt from strainer or cheese cloth by turning the strainer or cheese cloth upside down on a plate or container.   Put it back in the refrigerator to chill for another few hours before serving.   
Chocolate Madeleine Cookies,Recipe developed for Sur La Table's Cooking Classes,home/recipes/desserts/cookies-bars-brownies/Chocolate Madeleine Cookies,12 cookies,  8 tablespoons (1 stick) unsalted butter plus 2 tablespoons more for greasing pans  3/4 cup granulated sugar 3 large eggs 1 teaspoon vanilla bean paste 1 cup all-purpose flour 2 tablespoons of high quality Dutch process cocoa powder  1/2 teaspoon baking powder 4 ounces bittersweet chocolate chopped  3/4 teaspoon kosher salt Powdered sugar for dusting   , Light chocolaty and delicious madeleines are one of the most quintessential of French cookies. Either on their own or dipped in a bowl of chocolate ganache these madeleine cookies are the perfect sweet bite to end your perfect French meal.  Preheat oven to 360 degrees F and position an oven rack in the middle of the oven.  Melt 2 tablespoons of butter in a small saucepan and generously brush the madeleine wells with butter. Place the pan in the freezer. Once butter has hardened after a few minutes repeat the process with another layer of butter and leave the pan in the freezer to chill until ready to use.  In a stand mixer fitted with a paddle attachment beat the 8 tablespoons of butter and sugar until light and fluffy about three minutes. Add the eggs one at a time mixing until each egg is fully incorporated before adding another. Add the vanilla and salt and mix until combined.  In a medium bowl sift the flour cocoa and baking powder together. Add the flour mixture to the egg mixture with the mixer on low speed add flour mixture in 3 additions mixing just until all the flour is incorporated.  Melt the chopped chocolate in a double boiler and let it cool slightly. Fold the melted chocolate into the batter by hand just until incorporated.  Remove the buttered pan from the freezer and spoon enough batter into each shell until each shell is filled smooth the tops. Place the filled mold back into the freezer until batter is chilled about 15 minutes. Bake cookies for 12 to 15 minutes until risen and just set.   Remove from oven and flip cookies out onto a wire rack to cool. Dust tops with powdered sugar.   
Spring Pea Risotto,GreenPan,home/recipes/main-courses/grains-legumes-pasta/Spring Pea Risotto,4 servings,  2 cups mint leaves roughly chopped 1 teaspoon sea salt flakes 1 tablespoon olive oil plus extra for drizzling 3 tablespoons unsalted butter 1 onion finely chopped 1 clove garlic crushed  1/3 cup dry white wine 2 cups Arborio rice 6 cups hot chicken stock  1/2 cup frozen peas thawed 7 ounces sugar snap peas trimmed blanched halved Sea salt and cracked black pepper Snow pea tendrils optional   ,Place the mint and salt in a mortar and pestle and pound until a rough paste forms. Add the oil stir to combine and set aside.  Melt 1 tablespoon butter in a medium saucepan over medium heat. Add the onion and garlic and cook stirring occasionally for 4 to 5 minutes or until softened. Add the wine and cook off for 2 minutes; add the rice and cook stirring for 1 to 2 minutes.  Add the stock gradually adding more once absorbed and cook stirring frequently for 20 to 25 minutes or until the rice is cooked. Remove from heat and stir through the remaining butter Parmesan peas sugar snap peas mint mixture salt and pepper. Divide between plates and top with some snow pea tendrils. Drizzle with olive oil and serve.   
Pea and Parsley Pesto with Linguine,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/grains-legumes-pasta/Pea and Parsley Pesto with Linguine,4 servings,  2 cups fresh peas blanched or frozen peas 2 cups packed fresh parsley leaves  1/2 cup walnuts toasted 2/3 cup grated Parmesan plus more for serving 3 garlic cloves smashed and peeled  1/3cup extra virgin olive oil Kosher salt and freshly ground black pepper 12 ounces dry linguine   ,Pesto: Cook 1 cup peas until tender.  In a food processor combine cooked peas parsley walnuts Parmesan garlic and 1 tablespoon water.  Pulse until a paste forms.  With machine running slowly add oil processing until blended; season with salt and pepper. Pasta: In a large pot of boiling salted water cook pasta according to package instructions adding 1 cup peas 30 seconds before the pasta has finished cooking.  Reserve 1 cup pasta water; drain pasta and peas.  Return pasta and peas to pot; toss with  3/4 cup pesto (reserve remainder for another use). Adding enough pasta water to create a sauce that coats the pasta.  Season generously with salt and pepper.  Serve pasta with more Parmesan.  
Beef Bourguignon from Instant Pot,Instant Pot,home/recipes/main-courses/meat/Beef Bourguignon from Instant Pot,7 servings,   3/4 cup (about 1.1 ounces) all-purpose flour  1/2 teaspoon salt  1/2 teaspoon freshly ground black pepper 1 1/2  pounds boneless chuck roast trimmed and cut into 1-inch cubes  2  bacon slices diced  1/2  cup dry red wine 1 (10 1/2-ounce) can beef broth 3 cups baby carrots (about  3/4 pound)  2 cups sliced shiitake mushroom caps (about  1/2 pound)  2 teaspoons dried thyme 6 shallots halved (about  1/2 pound)  4 garlic cloves thinly sliced 7 cups hot cooked medium egg noodles (about 5 cups uncooked pasta)  Thyme leaves (optional)    ,This classic French stew is perfect cold-weather fare and is delicious over noodles or mashed potatoes. This recipe was designed for use with the 6-quart Instant Pot Ultra.  Weigh or lightly spoon flour into a dry measuring cup; level with a knife. Combine flour salt and pepper in a large zip-top plastic bag. Add beef; seal and shake to coat.  Remove lid from a 6-quart Instant Pot. Press [Saute] and use [Adjust] to select "More" mode. Place bacon in cooker and cook stirring constantly 30 seconds. Add half of beef mixture to cooker; cook 5 minutes browning on all sides. Remove beef and bacon from cooker. Repeat procedure with remaining beef mixture. Turn cooker off. Return cooked beef and bacon to cooker. Stir in wine and broth scraping inner pot to loosen browned bits. Add carrots and next 4 ingredients (through garlic).   Close and lock the lid of the Instant Pot. Turn the steam release handle to "Sealing" position. Press [Manual]; select "High Pressure" and use [-] or [+] to choose 23 minutes pressure cooking time. When time is up turn cooker off. Open the cooker using Quick Pressure Release. Serve beef mixture over noodles. Garnish with thyme leaves if desired.   
Veggie Chili,GreenPan,home/recipes/main-courses/vegetarian/Veggie Chili,6 servings,  2 medium onions peeled 1 clove of garlic peeled and crushed 1 medium leek trimmed  1/2 fresh red chile pepper finely chopped 1 tablespoon olive oil 1 teaspoon ground cumin 1 teaspoon paprika powder 1 teaspoon dried oregano 2 tablespoons tomato puree 1 can of green lentils drained and rinsed 1 can of red kidney beans drained and rinsed 1 can of black beans drained and rinsed 1 can of chopped tomatoes 1 cup vegetable stock Fresh coriander leaves 1 lime Sour cream 6 jacket potatoes Salt and black pepper   ,Finely chop the onions garlic leek and chili and place into a preheated large skillet with the oil. Fry for about 5 minutes or until softened. Add the spices and dried herbs then fry for 2 minutes. Stir in the tomato puree and cook for another 2 minutes.  Stir in the lentils beans and chopped tomatoes then add the stock. Bring it all to a gentle boil then reduce to a low heat and let it simmer for 20 minutes. Great on a jacket potato scattered with coriander leaves and with lime wedges and a dollop of sour cream on the side.   
Steak and Mashed Potatoes,Staub,home/recipes/main-courses/meat/Steak and Mashed Potatoes,2 servings,  12 ounces small cooked potatoes 3 sprigs thyme 2 cloves garlic 2 (8-ounce) hanger steaks 2 tablespoons olive oil Salt and pepper   ,This recipe was designed for the Staub Steam Griddle.  Make sure your steak is at room temperature.   Remove the thyme leaves from the stem. Peel the garlic and mince as fine as possible. Using a fork or a potato masher smash the potatoes carefully until flattened.  In a mixing bowl toss the potatoes with olive oil add the garlic and thyme leaves and sprinkle with salt and pepper.  Preheat the steam griddle on high heat for 60 seconds. Reduce to medium high. Add a table spoon of olive oil and the potatoes. Cover with lid.  Once browned on one side flip the potatoes and place them on one side of the griddle.   Sprinkle steaks with salt and pepper. Place them on the griddle and sear until nicely browned. Turn the steak cover with lid reduce temperature to medium cook until browned on the other side and cooked to liking.  Let the steak rest between 5 and 10 minutes before slicing it. Serve with herb butter or chimichurri.   
Roast Pork Loin with Caramelized Onions and Sherry Wine Sauce,All-Clad,home/recipes/main-courses/meat/Roast Pork Loin with Caramelized Onions and Sherry Wine Sauce,4 servings,  1 (2 1/2-pound) boneless pork loin roast well trimmed Salt & black pepper  2 yellow sweet onions sliced 2 tablespoons olive oil  3/4 cup medium dry or cream Sherry  1/3 cup heavy cream  ,With the oven rack in the center position preheat the oven to 400 degrees F.  Season both sides of the pork loin with salt and pepper.  Place the All-Clad 3 Qt. Sear & Steam Pan on the stove add the olive oil and turn the heat to medium. Sear the pork loin in the pan until the pork is well caramelized.  Remove the pork from the pan.  Add the sliced onions to the Sear & Steam Pan and slowly cook until they begin to caramelize and take on color about 10 minutes. Season with salt and pepper and remove the pan from the heat.  Place the Sear & Steam rack over the onions in the pan.  Place the pork loin fat side up on the rack in the pan.  Roast in the preheated oven until a meat thermometer inserted into the center of the pork registers 150 degrees F about 40 minutes.  Take the pan from the oven and remove the pork loin from the pan let pork rest covered for 10 minutes before slicing.  While pork rests remove the onions from the pan set aside and cover to keep warm.  Add the Sherry to the reserved juices in the pan and bring to boil scraping up any browned bits until reduced by half about 1 minute.  Add cream and any accumulated juices from the resting meat and onions to the sauce in the pan.  Bring to boil stirring until slightly thickened 1 to 2 minutes.   Cut pork crosswise into  1/3-inch thick slices.  Arrange pork slices on a platter with the onions in the center.  Pour Sherry sauce over pork slices and serve.    
Steam-Grilled Fennel Bratwurst Cabbage and Apple,Staub,home/recipes/main-courses/meat/Steam-Grilled Fennel Bratwurst Cabbage and Apple,4 servings,  Cabbage and Apples: 2 apples 1 small sweetheart cabbage 2 tablespoons canola oil 1 teaspoon caraway seeds 1 lemon  1/2 cup water 10 sprigs Italian parsley 10 sprigs chervil 1 tablespoon olive oil  Fennel Bratwurst: 1 1/2 pound (or 4 small) fennel bratwurst 1 cup brown ale beer  Pepper and salt   ,To make cabbage and apple: cut the apples into quarters and core them. Now cut them into  1/2-inch thick slices and toss them with one tablespoon canola oil and drizzle them with lemon juice. Set aside.  Cut the cabbage into quarters and take away the outer leaves. Now cut them into 1-inch thick parts. Put one tablespoon oil into a small bowl and add the caraway seeds. Mix and set aside.   Remove the leaves from the parsley and chervil sprigs and mince roughly. Set aside.  Preheat grill on medium heat. Once hot place the apples on the grill in the opposite direction of the ridges. Grill both sides for around 2 minutes or until you see grill marks. When grilled set aside.  Brush the cabbage with the canola oil and caraway seeds mixture. Place the cabbage on the preheated steam grill and grill until you see grill marks on both sides. Add  1/2 cup of water and place the lid on the steam grill. Steam until cooked to liking. Flavor with pepper and salt.  To make fennel bratwurst: preheat the steam grill on medium heat. Once hot place the bratwurst on the grill in the opposite direction of the ridges. Grill and keep turned until you see grill marks on both sides of the bratwurst. Add the brown ale beer and place the lid on the steam grill. Steam grill until cooked. Flavor with pepper and salt.  To serve: place the cabbage on a plate and divide the grilled apples. Finish with minced parsley and chervil. Serve together with the fennel bratwurst.    
Grilled Garlic-Rubbed Lamb Chops,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/meat/Grilled Garlic-Rubbed Lamb Chops,8 appetizer servings,  3 racks (8 ribs each) Frenched lamb racks trimmed of excess fat Kosher salt and freshly ground black pepper  8 garlic cloves peeled 1 bunch Italian flat-leaf parsley stems removed plus more for garnish 3 large sprigs rosemary leaves removed stems discarded  3/4 cup extra-virgin olive oil  Vegetable or canola oil for brushing grates Juice of 1 lemon   , Serve these succulent grilled lamb chops as a luxurious appetizer or a delicious main course. Look for Frenched racks which are lamb racks with the fat and membranes removed from the tops of the bones. If you want to prepare this dish for a crowd take a tip from restaurant chefs and quickly sear the chops on the grill to mark them. Once your guests arrive finish roasting the chops in a preheated 400 degrees F oven to make getting them to the table on time easier.  Using a sharp slicing knife cut the lamb racks into individual chops. Place on a rimmed baking sheet and season on all sides with salt and pepper.  In the bowl of a food processor fitted with a metal blade place garlic parsley and rosemary and process using pulses until roughly chopped. With machine running drizzle in olive oil to form a coarse paste. Remove the garlic and herb paste from the food processor and rub all over the lamb chops. Cover chops with plastic wrap and marinate at room temperature for 30 to 60 minutes.  Prepare a hot charcoal fire preheat a gas grill to medium-high or heat a large grill pan over medium-high heat. Coat grill grates or grill pan with a thin coating of oil. Place the lamb chops on the grill and cook for 4 to 5 minutes. Using tongs turn the chops and cook to medium rare 3 to 4 minutes longer. If chops are browning too quickly move them to a cooler spot on the grill. Alternately transfer them to a rack set over a rimmed baking sheet and roast in a preheated 400 degrees F oven to finish cooking.  To serve place chops on a serving platter and sprinkle with lemon juice. Garnish with additional parsley leaves and serve immediately.   
Raspberry & Mint Spring Spritzer,Emily Laurae,home/recipes/beverages/alcoholic-beverages/Raspberry & Mint Spring Spritzer,1 serving, Mint & Ginger Simple Syrup    1/2 cup granulated sugar  1/2 cup water   1/4 cup fresh mint 1 Tablespoon fresh ginger sliced thinly    Raspberry & Mint Spring Spritzer   1 Bottle of Prosecco (chilled)  3 ounces Mint & Ginger syrup    1/2 cup fresh raspberries   1/4 cup fresh mint leaves Ice Additional mint leaves and raspberries to garnish   ,For Mint & Ginger Simple Syrup:  Pour your measured sugar and water into a saucepan and heat on medium. Cook stirring the mixture until your sugar has completely dissolved. Add fresh mint & ginger and continue heating for 30 seconds before removing from heat and adding lid to the top of the pan.  Allow syrup to infuse for half an hour.  Remove the mint and ginger and allow to cool completely before using or  store in an airtight container in the fridge. For Raspberry & Mint Spring Spritzer:  Add the prosecco syrup fresh raspberries mint leaves and ice into a pitcher stirring gently to combine and chill.  Pour cocktail into a serving glass with ice.  Add a few fresh mint leaves and raspberries to garnish before serving! 
Chicken Tagine with Apricots and Almonds,Sur La Table & Renee Behnke Memorable Recipes,home/recipes/main-courses/poultry/Chicken Tagine with Apricots and Almonds,6 servings,  1&frasl;4 cup all-purpose flour 2 teaspoons ground cinnamon 2 teaspoons ground ginger 11&frasl;2 teaspoons salt 1 teaspoon ground cumin 1 teaspoon ground turmeric 1 teaspoon freshly ground black pepper 3 pounds boneless skinless chicken thighs each cut into thirds 3 tablespoons olive oil 3 tablespoons unsalted butter 1 large yellow onion chopped 1 large red bell pepper cored seeded and chopped 6 cloves garlic pressed or minced 1 tablespoon finely chopped shallot 1 cup chicken stock or top-quality chicken broth 1&frasl;4 teaspoon saffron threads 5 sprigs fresh flat-leaf parsley 5 sprigs fresh cilantro 2  1/3 cups water 1 cup dried apricots each halved 1&frasl;4 cup honey 2 cinnamon sticks 2 cups couscous 3&frasl;4 cup toasted blanched whole almonds   ,This tagine is an ideal example of Morocco's vibrant cuisine: chicken braised with warm spices dried apricots honey and vegetables in a stew of incomparable fragrance and flavor. I prefer to use chicken thigh meat; the darker meat stays moist and tender when simmered. You can use chicken breast pieces if you prefer but avoid overcooking.  Stir together the flour cinnamon ginger salt cumin turmeric and pepper in a large bowl. In batches add the chicken and toss well to evenly coat.  Heat the oil and butter in a deep saute pan over medium heat. Working in batches brown the chicken pieces for a few minutes on each side and transfer to a plate. Set aside.  Add the onion bell pepper garlic and shallot to the pan and cook for 3 to 5 minutes until just beginning to soften. Return the chicken to the pan with the chicken stock and saffron. Tie together the parsley and cilantro sprigs with kitchen string and add to the pan. Cover and cook over medium-low heat for about 30 minutes until the chicken is tender and cooked through. (The liquids should simmer gently not boil; decrease the heat if needed.)  While the chicken is cooking combine 1 cup of the water with the apricots honey and cinnamon sticks in a small saucepan. Bring just to a boil over medium-high heat. Decrease the heat to medium-low and simmer stirring occasionally for about 25 minutes or until the apricots are plump and the liquid is reduced to a thick glaze.  Add the apricot mixture to the chicken and continue simmering for 10 minutes. Check for seasoning adding more salt or pepper to taste. Discard the cinnamon sticks and herb bundle.  Place the couscous in a medium heatproof bowl. Bring the remaining 11&frasl;3 cups water to a boil pour over the couscous and stir to mix. Cover the bowl with foil to seal securely and set aside for 5 minutes. Fluff the couscous with a fork and spoon it onto individual plates. Top the couscous with the chicken mixture. Scatter the almonds over and serve.   
Goat Cheese Tortellini with Pancetta Sweet Peas and Mint,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/grains-legumes-pasta/Goat Cheese Tortellini with Pancetta Sweet Peas and Mint,4 servings,  Filling:   1/2 cup whole milk ricotta cheese strained (see instructions below)   3/4 cup fresh goat cheese 2 teaspoons lemon zest 2 tablespoons Parmigiano-Reggiano cheese grated 1 large egg lightly beaten  3/4 teaspoon kosher salt   3/4 teaspoon freshly ground black pepper  1 recipe Fresh Pasta Dough  Semolina flour for dusting   Tortellini:   3/4 cup extra-virgin olive oil more as needed 8 ounces pancetta finely diced  1 tablespoon unsalted butter 1 large shallot minced  2 medium garlic cloves minced 1  1/2 cups shelled fresh peas or frozen if fresh is unavailable thawed  Kosher salt and freshly ground black pepper  1 tablespoon fresh lemon juice  20 fresh mint leaves cut into ribbons  1/2 cup Parmigiano-Reggiano cheese grated plus more for serving   ,Fresh tortellini seem complicated to make but by following a simple folding procedure and spending a little extra time you can have delicious fresh tortellini! If you want to stock up freeze tortellini in a single layer then transfer to sealable bags for long-term storage.      To make the filling:  Strain ricotta in a fine-mesh sieve over a medium bowl for at least 1 hour to remove excess liquid. Transfer ricotta to a medium bowl add goat cheese lemon zest Parmigiano-Reggiano egg salt and pepper; using a silicone spatula fold to combine and set aside.   To prepare the pasta:   Roll fresh pasta out into paper-thin sheets. Use a 3-inch pastry cutter to make rounds dust the tops of the pasta rounds with flour and cover loosely with a clean kitchen towel or a piece of plastic wrap. Repeat until all the pasta dough is used. (You can gather the pasta scraps and reroll them to make more rounds as long as they are still soft and workable.)   Fill and shape the tortellini:   Gather pasta rounds the filling a baking sheet coated with flour and a small bowl of water together next to a clean workspace. Line up 3 pasta rounds and place 1 teaspoon of filling in the center of each. Dip your finger in the bowl of water and run it along the edge of the round to moisten. Fold the dough over to form a half moon and press to seal. Next draw the two corners together to form a rounded bonnet shape and press the ends tightly together to seal. Place the tortellini on the floured baking sheet and repeat with remaining pasta rounds and filling.   To prepare the sauce:  To a large skillet over medium-high heat add olive oil. When oil is shimmering add pancetta and cook until crispy about 3 minutes. Using a slotted spoon transfer pancetta to a paper towel-lined plate. Reduce heat to medium and discard all but 2 tablespoons of fat from the skillet. Add butter shallot and garlic and cook until soft and translucent about 2 minutes. If using fresh peas add peas and  1/2 cup hot water. Stir well and simmer until peas are bright green and tender about 1 minute. (Omit water if using previously frozen peas.)  Remove pan from heat; taste and adjust seasoning with salt and pepper. Set aside while preparing tortellini.   To cook the tortellini:   Heat a large pot of water over high heat until boiling. Generously season water with salt. Add tortellini and stir gently to prevent pasta from sticking together. Boil until the tortellini rise to the top of the water and filling is hot and cooked through 3 to 4 minutes.   Reserve about a cup of pasta water and use a fine-mesh sieve to transfer hot tortellini to skillet with sauce. Gently toss the pasta with the sauce adding the reserved pasta water as needed to thin the sauce. Add crispy pancetta and lemon juice and gently toss to combine. (Don't toss too much or pasta will break apart.)  To serve:   Taste and adjust seasoning with salt pepper and lemon juice. Divide tortellini among pasta bowls. Garnish with mint leaves grated cheese and freshly ground pepper; serve immediately. 
Braised Chicken with Tomatoes and Olives,Sur La Table,home/recipes/main-courses/poultry/Braised Chicken with Tomatoes and Olives,4 sevings, 4 (6 ounce) chicken breasts boneless and skinless Kosher salt and freshly ground black pepper 2 tablespoons extra virgin olive oil 1 large onion minced 2 teaspoons minced garlic 1 (28-ounce) can diced tomatoes with juice 1/2 cup red wine 1/2 cup drained brine-cured black olives pitted  2 teaspoons minced thyme 2 tablespoons minced flat-leaf parsley  ,We specify chicken breasts in this recipe but you could easily use chicken thighs or even chicken pieces. The red wine adds a depth of flavor to the tomatoes olives and herbs in the sauce.  Season the chicken breast with salt and pepper. Set aside on a plate.   Place a large deep skillet or Dutch oven on the stove over medium-high heat and add the oil. When the oil is shimmering add the chicken and cook until the chicken is golden brown about 3-4 minutes. Using tongs turn the chicken over and cook until golden-brown on the other side about an additional 3 minutes. Using tongs transfer the chicken from the skillet to a plate and pour off all but 2 tablespoons of the fat.  Return the skillet to the stove over a medium heat. When the fat is warm add the onions and cook until tender about 7 minutes. Add the garlic and tomatoes and cook until the mixture starts to bubble and the tomatoes start to thicken about 2 minutes. Stir in the wine and let the mixture bubble for an additional 2 minutes.   Add the olives thyme and chicken; ensure the chicken is well coated in the sauce. Adjust the heat so the sauce is gently simmering then cover the skillet. Cook turning the chicken every 8 minutes until the chicken registers165 degrees on a digital instant- read thermometer. Taste the sauce; adjust the seasoning with salt and pepper. Stir in the parsley.  To serve: Using tongs remove the chicken from the sauce slice diagonally and arrange on a warmed dinner plate. Spoon the sauce with olives over the chicken and serve immediately.     
Italian Sausage Kale and Cannellini Bean Ribollita,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/meat/Italian Sausage Kale and Cannellini Bean Ribollita,6 servings, 2 tablespoons olive oil plus more for drizzling on bread 1 pound Italian sausage 1 medium yellow onion cut into 1/2-inch dice  1 large carrot cut into 1/2-inch dice  1 celery stalk cut into 1/2-inch dice  3 large cloves garlic 2 minced and 1 halved  1 tablespoon tomato paste 1 (15-ounce) can diced tomatoes 1 teaspoon rosemary leaves finely chopped  1 teaspoon thyme leaves chopped  1/2 teaspoon fennel seed toasted and crushed 1 teaspoon kosher salt plus more to taste  1/2 teaspoon freshly ground black pepper plus more to taste  1 large bunch kale ribs removed and thinly sliced  1 (15-ounce) can cannellini beans drained 3 cups chicken low-sodium chicken broth  1 bay leaf 1 (3-inch) piece parmesan rind if available  6 slices rustic white or wheat bread cut in half  Finely grated parmesan for garnish  ,Ribollita literally means &quot;reboiled&quot;. This famous Tuscan soup is a hearty potage made with bread and vegetables. There are many variations but the main ingredients always include leftover bread cannellini beans and inexpensive vegetables such as carrot cabbage beans chard kale and onion.   1. To a large Dutch oven or heavy pot over medium-high heat and add oil. When oil is shimmering add sausage cook until sausage is browned; remove from the pan.   2. To prepare soup: Add the onion the carrot and the celery; cook until the onion is lightly browned about 8 minutes. Add minced garlic and tomato paste; stir to coat vegetables. Add tomatoes chopped herbs fennel salt and pepper; stir scraping the bottom of the pan with a wooden spoon to release all the brown bits. Add kale beans broth bay leaf parmesan rind and browned sausage. Bring the soup to a boil cover and reduce heat and simmer for 30 minutes.  3. Preheat the oven to 400 degrees F. Place bread on a baking sheet and drizzle with olive oil - season lightly with salt and pepper; transfer to oven and bake until lightly browned about 6 minutes. When cool enough to handle rub bread with garlic halves. Place a piece of toasted bread in each individual serving bowl or crock and ladle the soup over.   4. To serve: Sprinkle with parmesan and serve immediately. 
Apple Cider Marinated Pork with Sage-Sweet Potatoes,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/meat/Apple Cider Marinated Pork with Sage-Sweet Potatoes,4 servings, 1 (1 pound) pork tenderloin trimmed 1-1/2 cups sparkling apple cider 4 tablespoons olive oil divided 1 large sweet potato peeled and cut into 1-inch cubes 1 medium yellow onion minced 1 medium garlic clove minced 1/2 cup chicken or vegetable broth low-sodium 2 tablespoons minced sage leaves 2 tablespoon lemon juice Kosher salt and freshly ground black pepper  ,We have found using sparkling cider to be the most effective and quickest option for marinating the pork. The acidic properties of the cider give a more tender and flavorful pork.   Using a very sharp knife cut the tenderloin into four equal slices. Using the heel of your hand flatten each slice lightly to approximately 1-1/2-inches.  Arrange the pork medallions in a shallow baking dish and pour apple cider over the meat ensuring all pieces of meat are covered in liquid. Cover with plastic wrap and marinate at room temperature for 25 to 30 minutes.  To cook sweet potato mixture: In a large nonstick skillet over a medium heat add 2 tablespoons of oil. Add the sweet potato and cook stirring occasionally until just starting to soften about 10 minutes. Add the onions and cook stirring occasionally until tender about 2 minutes. Add the garlic and cook until fragrant about 1 minute. Add the apple cider used to marinate the pork broth and sage and cook until the sweet potatoes are tender and the sauce is reduced about 10 minutes. Stir in the lemon juice taste and adjust seasoning with salt and pepper. Set aside and keep warm.  To cook the pork medallions: Pat-dry the pork with paper towels and season with salt and pepper. Place a large non-stick skillet on the stove over a medium-high heat and add the remaining 2 tablespoons of oil. When the oil is shimmering add the pork medallions and cook turning once until the meat registers 145&ordm;F on an instant read thermometer about 5 minutes. Using tongs transfer to a plate and allow to rest for 5 minutes.  To serve: Reheat the sweet potato mixture and place in the middle of warmed plates. Divide the cooked pork medallions on top of the mixture and serve immediately.  
