Name,Author,Path,Servings,Ingredients,Instructions
Basic Tomato Sauce,Tested and perfected in the Sur La Table kitchen,home/recipes/appetizers/dips-spreads-sauces-seasonings/Basic Tomato Sauce,4 servings,2 tablespoons extra-virgin olive oil 1 onion finely chopped 1 medium garlic clove minced 1 (28-ounce) can plum tomatoes drained and juices reserved 6 basil leaves roughly chopped 1 teaspoon sugar more if desired  3/4 cup water Kosher salt and freshly ground black pepper   ,The key to making a good tomato sauce is good ingredients which must include good canned tomatoes. Sugar is added to the sauce to cut the acidity in the tomatoes. Place a large skillet on the stove over medium-high heat and add the olive oil. When the oil is shimmering add the onion and cook until soft about 7 minutes. Add the garlic and cook until fragrant about 1 minute.   Stir the whole tomatoes into the skillet bring to a simmer and cook until starting to soften about 3 minutes. Using the back of a wooden spoon crush the tomatoes and continue to cook until soft and the liquid is almost evaporated about 3 minutes.  Add the reserved tomato juice basil and sugar and cook until the sauce thickens about 5 minutes. Stir in  3/4-cup water reduce the heat to medium-low and cook until the sauce is thick. Taste and adjust seasoning with salt and pepper.   
Mean Green Juice,Breville Joe Cross 101 Juice Recipes,home/recipes/beverages/cold-beverages/Mean Green Juice,1 to 2 servings,1 cucumber 4 celery stalks 2 apples 6 to 8 kale leaves  1/2 lemon 1 tablespoon fresh ginger   ,With this tasty juice recipe even avowed leafy-green haters will find themselves sipping kale with a smile.  Wash all produce well. Core apples and cut into halves. Remove leaves from celery stalk (or include if desired) and cut stalks into smaller pieces. Peel the lemon. Juice together all ingredients and enjoy!   
Brussels Sprouts Kimchi Puree and Bacon,All-Clad & Chef David Chang,home/recipes/side-dishes/vegetables/Brussels Sprouts Kimchi Puree and Bacon,4 servings,1 lb Brussels sprouts  3/4 lb. good quality smoky bacon cut into 1" to 1 1/2" inch long batons 1 cup Napa Cabbage Kimchi (see below) pureed 2 tablespoons unsalted butter Kosher salt and freshly ground black pepper 1 cup julienned carrots Napa Cabbage Kimchi: 1 small to medium head Napa cabbage discolored or loose outer leaves discarded 2 tablespoons Kosher or coarse sea salt  1/2 cup plus 2 tablespoons sugar 20 garlic cloves minced 20 slices peeled fresh ginger minced  3/4 cup kochukaru (Korean chile powder)   3/4 cup fish sauce  3/4 cup usukuchi (light soy sauce)  2 teaspoons jarred salted shrimp  1/2 cup 1-inch pieces scallions (greens and whites)  1/2 cup julienned carrots   ,Roasted Brussels sprouts tossed with bacon and served upon a bed of tangy Napa cabbage kimchi by Chef David Chang of Momofuku Restaurant Group.  Preheat the oven to 400 degrees F.  Remove and discard the loose outer leaves from the sprouts and cut the sprouts in half through the core.  Put the bacon in an All-Clad 12" fry pan and cook over medium heat turning occasionally until just about crisp 5 minutes or so. With a slotted spoon transfer the bacon to a paper towel-lined plate and reserve.  Drain off most of the fat from the pan and add the sprouts cut side down in the same pan. Raise the heat to medium-high and sear until the sprouts begin to sizzle. Put the skillet in the oven and roast until the sprouts are deeply browned 8 minutes or so then shake the pan to redistribute them. Pull the pan from the oven when the sprouts are bright green and fairly tender (taste one to check) 10-15 minutes more.  Return the pan to the stovetop over medium heat and stir in the butter bacon and salt and pepper to taste. Toss the sprouts to coat them.  Divide the kimchi among four shallow bowls. Use the back of a spoon to spread the kimchi out so it covers the bottom of the bowls. Divide the sprouts among the bowls arranging them in a tidy pile on top of the kimchi. Garnish each with a pile of carrot julienne and serve.  Napa Cabbage Kimchi: We let the kimchi ferment for only a couple of weeks instead of allowing it to get really stinky and soft. There's a point after about two weeks where the bacteria that are fermenting the kimchi start producing CO2 and the kimchi takes on a prickly mouthfeel like the feeling of letting the bubbles in a soft drink pop on your tongue. It's right around then that I like it best.  Makes 1 to 1 1/2 quarts.  Cut the cabbage lengthwise in half then cut the halves crosswise into 1-inch-wide pieces. Toss the cabbage with the salt and 2 tablespoons of the sugar in a bowl. Let sit overnight in the refrigerator.  Combine the garlic ginger kochukaru fish sauce soy sauce shrimp and remaining  1/2 cup sugar in a large bowl. If it is very thick add water  1/3 cup at a time until the brine is just thicker than a creamy salad dressing but no longer a sludge. Stir in the scallions and carrots.  Drain the cabbage and add it to the brine. Cover and refrigerate. Though the kimchi will be tasty in 24 hours it will be better in a week and at its prime in two weeks. It will still be good for another couple weeks after that though it will grow incrementally stronger and funkier.   
Perfect Pan-Seared Salmon,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/seafood/Perfect Pan-Seared Salmon,1 serving,4 (5- to 6-ounce) salmon fillets pin bones removed Kosher salt and freshly ground black pepper 2 tablespoons vegetable oil 5 tablespoons unsalted butter divided 3 tablespoons capers rinsed drained and roughly chopped 2 tablespoons freshly squeezed lemon juice  3/4 cup dry white wine  3/4 cup roughly chopped flat leaf parsley   ,Wild salmon is widely recognized as being as healthy as it is delicious. The skin adds nutritional value and flavor. Salmon skin is completely edible. When crisped the skin provides great textural contrast to the soft flesh. Some do not appreciate the strong flavor of the skin and choose to remove it. Use this recipe to prepare perfect seared salmon any way you like it.  To prepare salmon: Season fillets generously on both sides with salt and pepper. In a large nonstick skillet heat oil over medium-high heat until almost smoking. Sear salmon on both sides until nicely browned and the flesh is no longer translucent in the thickest part of the fillet 3 to 5 minutes per side. Remove salmon from skillet and place on a large plate tent with foil to keep warm.  Discard oil from skillet and return to the stovetop over medium heat. Add 3 tablespoons of butter to the skillet and melt stirring to release any browned bits on the bottom of the pan until butter turns golden brown and smells nutty about 2 to 3 minutes. Add capers lemon juice and white wine and simmer stirring constantly for 2 to 3 minutes longer. Whisk in remaining 2 tablespoons butter remove skillet from heat and stir in chopped parsley. Taste and adjust seasonings with salt and pepper.  To serve: Place each salmon fillet on a warmed dinner plate and divide lemon-caper butter among them. Serve immediately.   
Goat Cheese Tortellini with Pancetta Sweet Peas and Mint,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/grains-legumes-pasta/Goat Cheese Tortellini with Pancetta Sweet Peas and Mint,4 servings,Filling:   1/2 cup whole milk ricotta cheese strained (see instructions below)   3/4 cup fresh goat cheese 2 teaspoons lemon zest 2 tablespoons Parmigiano-Reggiano cheese grated 1 large egg lightly beaten  3/4 teaspoon kosher salt   3/4 teaspoon freshly ground black pepper  1 recipe Fresh Pasta Dough»  Semolina flour for dusting   Tortellini:   3/4 cup extra-virgin olive oil more as needed 8 ounces pancetta finely diced  1 tablespoon unsalted butter 1 large shallot minced  2 medium garlic cloves minced 1  1/2 cups shelled fresh peas or frozen if fresh is unavailable thawed  Kosher salt and freshly ground black pepper  1 tablespoon fresh lemon juice  20 fresh mint leaves cut into ribbons  1/2 cup Parmigiano-Reggiano cheese grated plus more for serving   ,Fresh tortellini seem complicated to make but by following a simple folding procedure and spending a little extra time you can have delicious fresh tortellini! If you want to stock up freeze tortellini in a single layer then transfer to sealable bags for long-term storage.      To make the filling:  Strain ricotta in a fine-mesh sieve over a medium bowl for at least 1 hour to remove excess liquid. Transfer ricotta to a medium bowl add goat cheese lemon zest Parmigiano-Reggiano egg salt and pepper; using a silicone spatula fold to combine and set aside.   To prepare the pasta:   Roll fresh pasta out into paper-thin sheets. Use a 3-inch pastry cutter to make rounds dust the tops of the pasta rounds with flour and cover loosely with a clean kitchen towel or a piece of plastic wrap. Repeat until all the pasta dough is used. (You can gather the pasta scraps and reroll them to make more rounds as long as they are still soft and workable.)   Fill and shape the tortellini:   Gather pasta rounds the filling a baking sheet coated with flour and a small bowl of water together next to a clean workspace. Line up 3 pasta rounds and place 1 teaspoon of filling in the center of each. Dip your finger in the bowl of water and run it along the edge of the round to moisten. Fold the dough over to form a half moon and press to seal. Next draw the two corners together to form a rounded bonnet shape and press the ends tightly together to seal. Place the tortellini on the floured baking sheet and repeat with remaining pasta rounds and filling.   To prepare the sauce:  To a large skillet over medium-high heat add olive oil. When oil is shimmering add pancetta and cook until crispy about 3 minutes. Using a slotted spoon transfer pancetta to a paper towel-lined plate. Reduce heat to medium and discard all but 2 tablespoons of fat from the skillet. Add butter shallot and garlic and cook until soft and translucent about 2 minutes. If using fresh peas add peas and  1/2 cup hot water. Stir well and simmer until peas are bright green and tender about 1 minute. (Omit water if using previously frozen peas.)  Remove pan from heat; taste and adjust seasoning with salt and pepper. Set aside while preparing tortellini.   To cook the tortellini:   Heat a large pot of water over high heat until boiling. Generously season water with salt. Add tortellini and stir gently to prevent pasta from sticking together. Boil until the tortellini rise to the top of the water and filling is hot and cooked through 3 to 4 minutes.   Reserve about a cup of pasta water and use a fine-mesh sieve to transfer hot tortellini to skillet with sauce. Gently toss the pasta with the sauce adding the reserved pasta water as needed to thin the sauce. Add crispy pancetta and lemon juice and gently toss to combine. (Don't toss too much or pasta will break apart.)  To serve:   Taste and adjust seasoning with salt pepper and lemon juice. Divide tortellini among pasta bowls. Garnish with mint leaves grated cheese and freshly ground pepper; serve immediately. 
Herb-Laminated Pasta,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/grains-legumes-pasta/Herb-Laminated Pasta,4 servings,12  1/2 ounces (2  1/2 cups) unbleached all-purpose flour plus more for dusting 1 teaspoon fine kosher salt 4 large eggs 1 tablespoon extra-virgin olive oil  Semolina flour for dusting pasta and surfaces  3/4 cup fresh tender herbs (tarragon dill parsley)   3/4 cup of water for brushing    ,To make the dough: Place the flour and salt in a large mixing bowl and whisk to combine. Make a "well" in the center of the flour mixture and add the eggs and oil. Using a fork blend the eggs into the flour mixture stirring the flour in from the sides of the well and working outwards. When the pasta dough is thoroughly mixed turn it out on a lightly floured work surface. Knead the dough until it is smooth and flexible but not sticky adding small amounts of flour as needed about 5 minutes. Shape the dough into a ball and flatten it into a disk. Cover with plastic wrap and rest for at least 20 minutes or up to an hour at room temperature.   To roll out and cut the dough:  Secure a pasta machine to the edge of a long countertop or using a stand mixer attach the pasta maker attachment. Using a bench scraper cut the dough into 4 pieces. Keep the extra dough covered in plastic wrap while working with 1 piece. With a rolling pin roll the piece of dough into a rough rectangle that will fit inside the widest setting of the pasta machine. Roll the dough through the machine catching it with 1 hand as you roll with the other. Take the dough and trifold it like a letter. Turn the dough so one open end faces the machine and roll it through on the widest setting again. Fold turn and roll once more on the widest setting.    Continue rolling the pasta through the machine without folding adjusting the rollers to a smaller setting each time until the desired thickness is reached. If the pasta sheet becomes too large to handle use a bench scraper to cut it into more manageable lengths and continue rolling.   To prepare pasta sheets:  Roll fresh pasta dough into sheets finishing on the thinnest machine setting. Lay the sheets on a lightly floured work surface and cut into even squares about 5 x 5-inches. Very lightly brush pasta with water. Working quickly so pasta does not become dry and brittle distribute herbs evenly across half of the pasta squares leaving  1/2-inch space around each leaf and a 1-inch border around the edges. Cover with the remaining pasta squares and press lightly to adhere. Adjust the pasta machine rollers to the second thinnest setting and gently pass the layered pasta squares through the machine. If necessary use a bench scraper to trim the pasta squares to fit inside individual shallow pasta bowls. Place pasta sheets on a baking sheet dusted with flour cover with plastic wrap or a clean kitchen towel and set aside. 
The Ultimate Day-After Turkey Sandwich with Gravy Mayo,Recipe courtesy of Scraps,home/recipes/sandwiches/The Ultimate Day-After Turkey Sandwich with Gravy Mayo,4 sandwiches  Learn more about Scraps ,1 cup chilled leftover gravy  1/2 cup prepared mayonnaise Juice of  1/2 lemon 1 clove garlic Small handful tender herbs such as parsley tarragon and/or chives 1 pound leftover cooked turkey meat shredded  8 slices of your favorite sandwich bread toasted  1/2 cup leftover cranberry sauce divided 1 cup finely shredded romaine lettuce divided 2 cups kettle-cooked potato chips Kosher salt and freshly ground black pepper   ,In the jar of your KitchenAidreserved Pro Line Series Blender add the gravy mayonnaise lemon juice and garlic. Blend on speed 1 increasing speed until smooth. Pulse in herbs. Season with salt and pepper.  Put turkey in a medium bowl. Add gravy mayonnaise and stir to combine.   To assemble sandwiches spread  3/4 of the cranberry sauce on 4 slices of bread. On remaining 4 slices layer turkey romaine and potato chips on remaining 4 slices. Sandwich together and lightly press down. Cut in half (or not!) before eating.   
Sweet Potato Gnocchi,KitchenAid,home/recipes/side-dishes/vegetables/Sweet Potato Gnocchi,4 servings, 1 1/2 pounds (675 g) sweet potatoes unpeeled (about 4 medium sized)  1 tablespoon (15 mL) olive oil 1 teaspoon (5 mL) kosher salt 2 tablespoons (30 mL) potato starch  1/2 teaspoon (2 mL) ground nutmeg 1 (50 g) egg 1 1/2 cups (375 mL) all-purpose flour divided  3/4 cup (50 mL) unsalted butter 2 tablespoons (30 mL) grated Parmesan cheese 2 teaspoons	(10 mL)	chopped fresh chives 1 teaspoon (5 mL) chopped fresh sage  1/2 teaspoon (2 mL) chopped fresh thyme 1 tablespoon (15 mL) white balsamic vinegar   ,Preheat oven to 375 degrees F. Line rimmed baking sheet with parchment paper.  Cut sweet potatoes in half lengthwise and brush all surfaces with olive oil. Season fleshy sides with salt and place flesh-side down on prepared pan. Bake 45 minutes or until tender. Cool.  Remove flesh from potato skins using spoon and add to Bowl of KitchenAidreserved Artisan Mini Stand Mixer. Attach Bowl and Flat Paddle to mixer. Turn to Speed 1 and stir 30 seconds. Turn to Speed 4 and mix 1 minute. Scrape side and bottom of bowl. Add potato starch. Turn to Speed 6 and mix 1 minute or until smooth.  Spread potato mixture onto baking sheet to  1/2-inch thickness. Bake 5 minutes.  Cool potato mixture 5 minutes before returning to Bowl of KitchenAidreserved Artisan Mini Stand Mixer. Attach Bowl and Flat Paddle to mixer. Turn to Speed 1 and stir 30 seconds. Continuing on Speed 1 add nutmeg and egg; mix 30 seconds. Add flour in  3/4-cup increments until smooth dough forms. (You may not need all the flour.)  Bring large pot of salted water to a boil. Turn dough onto clean floured work surface and divide into 6 equal pieces. Form each piece into long ropes about  3/4-inch in diameter. Cut ropes into 1-inch pieces. Gently roll pieces along the back of a fork to shape gnocchi. Add gnocchi to boiling water. Cook 4 to 5 minutes or until gnocchi float; drain well.  Heat butter in large non-stick pan over medium-high heat until just starting to brown. Add cooked gnocchi and saute until very lightly golden. Add Parmesan; toss gently. Saute until cheese begins to brown. Transfer to serving platter.  Sprinkle with herbs.  Add vinegar to pan scraping up any browned bits from bottom of pan. Bring to a boil. Drizzle over gnocchi.   Chef's Tip: Gnocchi can be formed and frozen for later use. Freeze gnocchi in single layer on waxed paper-lined baking sheet. Once frozen gnocchi can be stored in plastic bags in the freezer. When ready to serve boil and continue as directed in Step 6.   
Grilled Cheese,Staub,home/recipes/sandwiches/Grilled Cheese,4 servings,1 large crusty bread 4 tablespoons mayonnaise  1 lb. grated aged cheddar or aged Dutch Gouda Pepper   ,This recipe was designed for the Staub Steam Griddle.  Using a bread knife cut 8 one inch slices from the crusty bread. Brush one side with mayonnaise. Turn them and evenly divide the grated cheese among the slices. Sprinkle with pepper to liking.  Preheat a steam griddle on medium/high heat for 2 minutes. Reduce to medium heat. Add 4 slices of bread mayo side down and cover with lid.  When cheese starts to melt create two sandwiches out of the 4 slices by putting them on top of each other. (Mayo brushed sides top and bottom)  Keeping the lid off brown on the other sides until golden and crispy. Keep warm in a preheated oven on 280 degrees F. Repeat for the other two sandwiches. When cooked transfer to cutting board and allow to cool 1 to 2 minutes before cutting them.   
Ultimate Pumpkin Pie with Rum Whipped Cream,Ina Garten Barefoot Contessa Foolproof,home/recipes/desserts/pies-pastries-tarts/Ultimate Pumpkin Pie with Rum Whipped Cream,8 to 10 servings,Filling: 1 (15-ounce) can pumpkin puree (not pie filling)   1/2 cup light brown sugar lightly packed  3/4 cup granulated sugar  1/2 teaspoon ground cinnamon  3/4 teaspoon ground ginger  3/4 teaspoon ground nutmeg  1/2 teaspoon Kosher salt 2 teaspoons grated orange zest 3 extra-large eggs lightly beaten 1 cup heavy cream  1/2 cup whole milk 2 tablespoons dark rum such as Mount Gay Dried beans for blind baking  Rum Whipped Cream: 1 cup cold heavy cream 3 tablespoons sugar 1 tablespoon mascarpone or creme fraiche 1 tablespoon good dark rum such as Mount Gay 1 teaspoon pure vanilla extract  Perfect Pie Crust: yields 2 (9- to 11-inch crusts) 12 tablespoons (1 1/2 sticks) very cold unsalted butter 3 cups all-purpose flour 1 tablespoon sugar 1 teaspoon Kosher salt  1/3 cup very cold vegetable shortening such as Crisco  1/2 cup ice water   ,Pumpkin pie can be boring and dense so I set out to make a better pumpkin pie. Pumpkin has a distinct squash flavor that you want to enhance without overpowering it. I’ve filled the prebaked crust with a lightly spiced pumpkin mixture that tastes more like a mousse than a dense custard. Dark rum and grated orange zest are my secret ingredients. - Ina Garten  Prepare the pie crust: Cut the butter in  1/2-inch dice and return it to the refrigerator while you prepare the flour mixture. Place the flour sugar and salt in the bowl of a food processor fitted with a steel blade and pulse a few times to mix. Add the butter and shortening. Pulse 8 to 12 times until the butter is the size of peas. With the machine running pour the ice water down the feed tube and pulse the machine until the dough begins to form a ball. Dump out onto a floured board and roll into a ball. Wrap in plastic wrap and refrigerate for 30 minutes.  Cut the dough in half. Roll each piece on a well-floured board into a circle at least 1 inch larger than the pie pan rolling from the center to the edge turning and flouring the dough so it doesn't stick to the board. (You should see bits of butter in the dough.) Fold the dough in half ease it into the pie pan without stretching at all and unfold to fit the pan. With a small sharp paring knife cut the dough 1 inch larger around than the pan. Fold the edge under and crimp the edge with either your fingers or the tines of a fork.  NOTE: Store the shortening in the refrigerator so it's always cold. You can store the prepared pie crust in the fridge for up to a day.  Make the pie: Preheat the oven to 425 degrees F.  Line an 11-inch pie pan with the unbaked pie crust and place it on a sheet pan. Line the crust with parchment paper. Fill the paper  3/4 full with the beans and bake the crust for 15 minutes until the edges start to brown. Remove the beans and paper (save the beans for another time) prick the crust all over with the tines of a fork and bake for another 5 minutes.  Reduce the oven temperature to 350 degrees F.  Meanwhile in a large bowl whisk together the pumpkin brown sugar granulated sugar cinnamon ginger nutmeg salt orange zest eggs cream milk and rum. Pour the filling into the baked pie shell.  Bake for 55 to 65 minutes until the filling is just set in the middle and a knife inserted in the center comes out clean. Set aside to cool completely. Serve with the rum whipped cream.  Rum Whipped Cream: Place the cream in the bowl of an electric mixer fitted with the whisk attachment and beat on medium speed for 1 minute. Add the sugar mascarpone rum and vanilla. Beat on medium-high until it forms soft peaks. Serve with the pumpkin pie.  NOTE: If you overwhip the cream and it looks curdled just add a little more cream and whip it until it forms soft peaks.   
Clarito Maria,Charles Schumann American Bar,home/recipes/beverages/alcoholic-beverages/Clarito Maria,1 serving,2 cl (0.7 oz) gin 2 cl (0.7 oz) Campari 2 cl (0.7 oz) Carpano Antica Formula Lemon peel  ,Put ice cubes in shaker. Add ingredients. Shake well. Strain into chilled martini glass. Twist the lemon peel over the drink then add the twist to the drink.   
Beef Bourguignon from Staub,Staub,home/recipes/soups-stews/stews/Beef Bourguignon from Staub,6 servings,For Steam Cooking: 2 pounds baby red potatoes washed and cut in half  1/2 tablespoon olive oil plus more as needed Salt to taste Chopped parsley for garnish  For Cooking in the Cocotte: 5 slices (thick-cut) smoked bacon cut into  1/2-inch pieces  1/2 pound crimini mushrooms stems removed and cut into quarters 2 1/2 lb. beef chuck roast cut into 1" cubes 1 cup beef broth divided 3 tablespoons all-purpose flour 2 large carrots peeled and cut into  1/2-inch pieces  1/2 pound whole pearl onions peeled 3 cloves garlic peeled 1 tablespoon tomato paste  1/3 cup brandy 3 cups red Burgundy wine or Pinot Noir 1 bouquet garni Freshly ground pepper to taste Salt to taste   ,Preheat an oven to 325 degrees F. Toss the potatoes with  1/2 tablespoon oil and sprinkle with salt place the potatoes in the steamer insert for the cocotte and set aside.  Heat a 5-quart cocotte over medium heat. Add the bacon and cook until crispy stirring often 5 to 7 minutes. Using a slotted spoon transfer the bacon to a plate. Add the mushrooms to the cocotte and cook until golden and just tender stirring occasionally 3 to 5 minutes. Using a slotted spoon transfer the mushrooms to the plate with the bacon.  Season the beef generously with the salt and pepper over medium-high heat warm the cocotte. Working in 3 batches brown the beef on all sides until golden brown 5 to 7 minutes per batch adding oil as needed. Transfer the beef to a plate. After the last batch of beef is browned deglaze the cocotte with  1/2 cup beef broth scraping up the browned bits with a wooden spoon.  Return all the beef bacon and mushrooms to the cocotte. Add the flour stir to coat evenly and cook for 1 minute. Add the carrots pearl onions garlic and tomato paste to the cocotte. Add the brandy and simmer for 30 seconds. Add the wine remaining beef broth and bouquet garni to the cocotte and increase the heat to medium-high bringing the liquid to a boil.  Place the steamer insert inside the cocotte and cover with the lid. Transfer to the oven and cook for 1 hour. Remove the steamer insert from the cocotte cover with foil and set aside (Note: during the last 10 minutes of cooking return the steamer insert back to the cocotte to warm the potatoes if needed). Continue cooking the stew covered until the beef is fork-tender 30 to 45 minutes more. Taste the liquid and season with salt and pepper if desired and discard the bouquet garni. Spoon the beef bourguignon into a shallow bowl serve with the steamed potatoes and garnish with parsley.   
Whole Wheat Pizza Dough,Vitamix,home/recipes/breads/dough/Whole Wheat Pizza Dough,1 large pizza crust,3 cups unbleached whole wheat flour 1 3/4 teaspoons instant fast rise yeast  3/4 teaspoons salt 3 3/4 teaspoons olive oil 11 ounces (325 ml) hot water   ,Preheat oven to 425 degrees F.  Lightly grease a large mixing bowl and a pizza pan and set aside.   Add flour yeast and salt to the Vitamix container and secure the lid. Select Variable 1 start machine and slowly increase speed to Variable 8. Blend for 5 seconds.   Stop machine and remove the lid plug. Select Variable 3 and quickly pulse about 60 times while slowly adding oil and water through the lid plug opening. After a ball has formed Pulse continuously for 5 to 10 seconds.   With floured hands remove the dough and form into a round ball. Place dough in prepared mixing bowl turning over to grease on all sides. Let rise for 10 minutes.   Stretch onto pizza pan and top with desired toppings. Bake for 12 to 15 minutes.    
Daal Makhani,Amisha Gurbani Jam Lab,home/recipes/appetizers/dips-spreads-sauces-seasonings/Daal Makhani,1 serving,1 cup black urad daal ( Also called black gram lentil)   1/2 cup rajma (red kidney beans)  6 to 8 cups of water (it should cover the beans in the pressure cooker or pot by 1-inch above the level of the beans)  3 garlic cloves 1-inch piece of ginger 2 green chilies 3 tbsp ghee (clarified butter) 1 heaping tsp cumin seeds A pinch of asafoetida (optional)  3 cloves 1-inch piece of cinnamon broken into 2 to 3 pieces 2 cardamom pods lightly crushed 2 bay leaves 4 tbsp tomato paste 1 heaping tsp garam masala 1 1/2 tsp salt  1/2 tsp red chili powder 1 heaping tsp dried fenugreek leaves  3/4 cup heavy cream (leave about 1 tbsp out for drizzle in the end)   Garnish: 2 to 3 tbsp chopped cilantro 1-inch piece of ginger cut into thin slivers  Butter Garlic Naan: 2 cups all-purpose flour 2 cups whole wheat flour 2 tsp salt 1 tbsp active dry yeast 1 tbsp granulated sugar  3/4 cup warm water 4 tbsp melted butter  3/4 cup greek yogurt  3/4 cup warm water 3 cloves of grated garlic Extra vegetable oil to oil the bowl for dough to rest Extra all-purpose flour to roll out the dough  Naan Garnish: 8 to 10 cloves of grated garlic  1/3 cup of finely chopped cilantro 4 tbsp melted butter  1/3 cup vegetable oil    ,In a medium bowl add in the black gram and red kidney beans with 4 cups of water and let it soak overnight or for 8 hours.  In a pressure cooker on medium to high heat add in the lentils along with the water. Add one more cup of water to cover the lentils completely. Add in a tsp of salt. Cover and let it whistle at least 6 to 7 times. Let it cool in the pressure cooker. If you do not have a pressure cooker cook it in a large saucepan covered on medium heat and let it cook for 45 minutes to an hour. The water may reduce faster when boiling the lentils in this method. Add more water to make sure that the lentils are always covered. The lentil should be soft to the touch and should be completely smashed between your index finger and thumb on a light touch.   Grind the ginger garlic and green chilies into a paste in a chopper/grinder.   In a medium saucepan on medium heat add in the ghee. Now add in the cumin seeds asafoetida cloves cinnamon cardamom pods bay leaves and saute for 30 seconds. Add in the ginger-garlic-green chili paste and saute for another minute. Add in the tomato paste and saute for another minute to form a paste mixture. Add in the garam masala remaining  1/2 tsp of salt (more If required) and red chili powder and mix well. Add in the boiled lentils along with all the water and mix. Add in the dried fenugreek leaves and stir. Let the daal cook over medium heat for 25 minutes stirring every couple of minutes to make sure that the daal does not stick to the bottom of the pan. Add the heavy cream halfway through the 25 minutes. Add 1 cup water if you see the daal is looking too thick.   Once the daal is done garnish with the cilantro drizzle with 1 tbsp heavy cream and top with ginger slivers. The daal is ready to eat with naan roti or simply plain rice!  To make the Butter Garlic Naan: In a small bowl add the yeast and sugar in warm water and stir. Let it sit for 10 minutes. It should be foamy after 10 minutes.  In a large mixing bowl add in the flours salt and whisk to blend. Add in the yogurt melted butter yeast mixture garlic and mix the dough with 2 hands to bring it together into a dough. Add  3/4 cup more water if desired to mix well. Kneading will take about 10 minutes to bring the dough together.  Oil the same mixing bowl and let the dough rest for 2 hours covered with a tea towel or plastic wrap.   Divide the dough into 12 pieces and roll them into balls. Keep them on a parchment paper and covered with a towel for 10 minutes.   Heat a flat griddle on the stove on medium heat. Now flatten each round dough piece. Sprinkle some flour on the board where you will roll out the dough with a rolling pin. Start rolling out the dough into a round shape or elongated shape. It should roll out to about 7 to 8 inches diameter. Spread about 1 tsp grated garlic and 1 tsp chopped cilantro onto the rolled dough and press it lightly with your hands. Gently brush the griddle with vegetable oil.  Now lay the rolled out dough garlic-side down onto the griddle and let it puff up for 2 minutes. You will see air pockets form on the surface. Turn it over and cook for another minute pressing it lightly on the surface with your spatula. Air pockets will form. Lightly brush the garlic side with melted butter and remove it from the griddle.   Repeat the same with all the naans and they are ready to eat!   
Smothered Pork Chops,Quin Liburd,home/recipes/main-courses/meat/Smothered Pork Chops,2-4 servings,4 bone-in ribeye pork chops (about 2.5 lbs)  kosher salt freshly ground black pepper garlic powder smoked paprika 4 tablespoons unsalted butter 2 tablespoons olive oil  1/2 cup all-purpose flour 1 medium-sized white onion sliced and cut into half moons 4 garlic cloves minced 2 teaspoons fresh thyme destemmed 2 cups chicken stock  1/2 cup heavy whipping cream   ,Use a paper towel and pat dry the pork chops on both sides. Season each pork chop with salt pepper garlic powder and smoked paprika on all sides. Then set the pork chops aside. In a large non-stick skillet (at least 10 inches or larger) melt the butter/olive oil over medium heat. Meanwhile while the butter/oil is on the stove; add the flour into a shallow pie plate or dish. Dip each pork chop into the flour coating well on all sides and then shake off any excess flour. Add the floured pork chops to a small baking sheet and repeat the process until all of the pork chops are coated in flour- but do not discard the remaining flour. When the butter/oil is sizzling add the pork chops into the skillet. Depending on the size of your chops you may have to cook them in batches. Cook the pork chops for about 4-5 minutes on both sides. Then transfer the fried pork chops to a small baking sheet and cover them with foil. Add the onions into the skillet and saute them together stirring every few minutes. Allow the onions to break down and caramelize until they reach a deeply golden brown color about 10-12 minutes. Then add in the garlic and stir together until fragrant about 1-2 minutes. Take 2 tablespoons of the reserved flour and sprinkle it into the skillet. Stir the flour into the onion mixture until all of the flour begins to dissolve. The flour should absorb most if not all of any butter/oil left in the skillet- making sure that all of the flour has fully dissolved. Sprinkle in the fresh thyme and stir together once more. Pour in the stock and heavy cream and stir to fully combine everything. Reduce the heat to medium-low and allow the mixture to come up to a simmer. Stir together and then you should see the gravy begin to thicken. Taste the gravy and adjust it to your preference by adding more salt/pepper if desired. Then add in the pork chops and spoon the gravy over them. Serve the smothered pork chops warm and over mashed potatoes rice or alongside desired side items. Enjoy! 
Cara Cara Orange Grapefruit & Kombucha,Aysegul Sanford,home/recipes/beverages/cold-beverages/Cara Cara Orange Grapefruit & Kombucha,1 juice,3 cara cara oranges 1 red ruby grapefruit  1/2 cup kombucha   ,Juice oranges and grapefruit. Pour into a glass and top it off with kombucha.  
Crepe Batter,Ed Kernan,home/recipes/Crepe Batter,1 serving,2 cups all-purpose flour 10 large eggs 2 1/2 cups milk Pinch of salt 12 tbsp butter melted  ,Mix flour eggs and a  1/2 cup of milk together into a paste. Add the rest of the milk butter and salt. Blend till smooth. I like to use a hand blender for this part. Let batter sit in the fridge for a few hours or even better overnight. 
