Name,Author,Path,Servings,Ingredients,Instructions
Smoked Salmon Pizzettes with Red Onion and Capers,Tested and perfected in the Sur la Table kitchen,home/recipes/appetizers/hot/Smoked Salmon Pizzettes with Red Onion and Capers,10 (4-inch) pizzas,   1/2 ounce (2 envelopes) active dry yeast  1/2 cup whole milk room temperature 1 cup plus 3 tablespoons all-purpose flour plus more for dusting work surface 1 teaspoon kosher salt plus more as needed  3/4 cup sour cream or creme fra&#238;che 2 tablespoons finely chopped red onion 2 tablespoons brined capers rinsed drained and roughly chopped 5 tablespoons chopped fresh dill divided 2 teaspoons freshly squeezed lemon juice plus more as needed Freshly ground black pepper  3/4 cup extra-virgin olive oil 6 ounces smoked salmon cut into 1 inch long by 1/8 inch wide strips   , Pizzettes are miniature pizzas perfect for an appetizer or hors d'oeuvre party. This version features thin crispy crusts topped with smoked salmon. If you're looking for an even more upscale presentation a dollop of caviar in the center of each pizzette will do the trick.   Preheat oven to 375 degrees  and place racks in the upper and lower thirds.   To prepare pizza dough: Place yeast and milk in a measuring cup with a spout and whisk to combine. Place the flour and salt in the bowl of a food processor fitted with a metal blade and process for 5 seconds to blend. With machine running slowly pour in yeast mixture. Continue processing until dough is well blended about 60 seconds. Use a dough scraper to transfer dough to a lightly floured work surface. Gently squeeze or knead the clumps together until they form cohesive dough. Transfer dough to a lightly oiled large mixing bowl. Cover bowl with plastic wrap and set aside to rise for 30 minutes.    When dough has risen remove from bowl and place on a lightly floured work surface. Using a bench scraper cut the dough into 10 equal pieces and roll into balls. Using a rolling pin roll each ball of dough into a thin round about 4 inches across. Prick each strip of dough with a fork. Transfer dough rounds to parchment paper-lined rimmed baking sheets. Cover dough rounds loosely with plastic wrap and let rest 10 minutes.  To prepare topping: Mix sour cream red onion capers 2 tablespoons dill and lemon juice in a small mixing bowl using a silicone spatula. Taste and season with salt pepper and additional lemon juice as needed.  To assemble and bake: Brush dough rounds with olive oil and season lightly with salt. Bake until edges are golden and crispy about 18 to 20 minutes. Remove from oven and cool. To serve spread each pizzette with about 1 teaspoon topping using a small offset spatula leaving a  3/4 inch border. Top with 2 to 3 strips of smoked salmon and sprinkle with remaining 3 tablespoons fresh dill. Serve immediately.   
Peach Bellini,Tested and perfected in the Sur la Table kitchen,home/recipes/beverages/cold-beverages/Peach Bellini,2-gallon beverage jar,  120 ounces soda water 80 ounces peach juice 8 teaspoons grenadine syrup 2 bags frozen sliced peaches  1/2 to  3/4 bag of ice   , The Bellini originated from world famous Harry's Bar which has operated since 1934 in Venice Italy. This non-alchoholic version uses soda water instead of Prosecco and contains a touch of grenadine for a healthy pink glow. Either white or yellow peaches work well with this drink. You can also substitute raspberry juice for the grenadine.  Pour the soda water juice and grenadine right in the beverage jar and stir until thoroughly combined. Add ice and sliced peaches stir again and serve.   
Butternut Squash and Apple Soup with Croutons,Tested and perfected in the Sur La Table kitchen,home/recipes/soups-stews/vegetarian/Butternut Squash and Apple Soup with Croutons,6 servings, Butternut Squash-Apple Soup:   1 medium yellow onion chopped 2 cloves garlic minced 2 tablespoons olive oil 2 large butternut squash peeled seeded and roughly chopped 4 small red apples peeled cored and chopped  3/4 teaspoon cayenne pepper 1 teaspoon ground cinnamon   3/4 teaspoon ground ginger 4 cups vegetable or chicken stock low-sodium 1 cup heavy whipping cream or whole milk  Kosher salt and freshly ground pepper 1 tablespoon lemon juice  Croutons:   2 tablespoons unsalted butter 12 baguette slices  1/2 cup grated Gruy&#8216;re cheese 1 teaspoon minced thyme Kosher salt and freshly ground black pepper   , This sweet and savory soup is the perfect fall dish. Sweet red apples are the ideal pairing to mellow butternut squash with a slight hint of spice to develop all the flavors.  Place a large heavy saucepan on the stove over a medium-heat and add the oil. When the oil is shimmering add the onions and cook until tender and translucent about 8 minutes.   Add the garlic and cook until fragrant about 1 minute. Add the squash and cook stirring often until it starts to soften about 10 minutes. Add the apples and spices and cook until lightly brown about 5 minutes. Add the stock (just enough to cover the vegetables) and bring to a boil. Reduce to a simmer and cook until the vegetables are very soft about 30 minutes.  Remove from the heat and using an immersion blender puree soup until smooth. Alternatively you can puree the soup in batches in a food processor or blender. Use a wooden spoon to stir in the heavy cream or milk into soup. Add lemon juice and taste and season with salt and pepper.  To prepare croutons: Preheat a broiler. Using an offset spatula spread the butter on 1 side of each slice of baguette. Arrange the bread buttered side up on a baking sheet. Sprinkle with cheese thyme and salt and pepper. Transfer the baking sheet under the broiler until the cheese melts about 1 minute.  To serve: Ladle the soup into warmed soup bowls. Serve immediately with Gruyere croutons.  
Hearty Beef Stew,Fagor,home/recipes/soups-stews/stews/Hearty Beef Stew,6 servings,  2 pounds cubed Beef Stew Meat 4 carrots peeled and cut into  1/2-inch pieces 1 medium onion diced 2 garlic cloves 4 medium potatoes cut into 1 1/2-inch pieces 3 cups beef broth 2 tablespoons all-purpose flour 2 tablespoons olive oil 2 celery stalks cut into 1 inch pieces 1 teaspoon of dried thyme leaves 2 teaspoons of salt Pepper to taste   , Press the BROWN setting on the Multi-Cooker. Add in the olive oil and let the removable inner pot heat until ready.  Once ready add the onions garlic and meat and continue stirring until the meat is browned on all sides. Add the rest of the ingredients except for the all-purpose flour and shut off the BROWN setting.  Close and lock the lid of the pressure cooker and set the regulator knob to PRESSURE. Set the cooker to 30 minutes on pressure cook HIGH.  When the high pressure function is complete use the quick release method to release the pressure.  One the lid is open on the multi-cooker add in the all-purpose flour until thoroughly mixed into the stew and then serve.    
Salt-Crisped Whole Fish with Mint and Pickled Ginger,Mark Bitterman Salt Block Cooking: 70 Recipes for Grilling Chilling Searing and Serving on Himalayan Salt Blocks,home/recipes/main-courses/seafood/Salt-Crisped Whole Fish with Mint and Pickled Ginger,4 servings,  1 (8 by 12-inch or larger) salt block 2 whole fish (about 1 1/2" lbs. each) with skin attached such as snapper pompano striped bass etc. 2 tablespoons packed pickled ginger slices for sushi finely chopped 1 garlic glove minced Leaves from 4 large mint sprigs 2 teaspoons toasted sesame oil Sea salt and freshly ground black pepper Juice and zest of 1 large lime   , Broiling on a hot salt block firms cooks and crisps a fish beautifully; the addition of pickled ginger and mint adds a delicious twist to this Asian-inspired dish.  Place the salt block over low heat on a gas grill or stovetop for 10 minutes. Turn the heat to medium and heat for 10 more minutes (see Read Before Heating! page 25 in Salt Block Cooking: 70 Recipes for Grilling Chilling Searing and Serving on Himalayan Salt Blocks by Mark Bitterman).   Raise the heat to medium-high and heat the block to about 500 degrees F about 10 more minutes. For the last 10 minutes preheat the oven to 500 degrees F (see Getting It Hot page 24 in Salt Block Cooking).  Meanwhile mix the ginger garlic mint and 1 teaspoon of the oil. Season with salt and pepper. Cut three diagonal slices in the sides of both fish. Fill each slit with 1 teaspoon of the ginger mixture. Pack the rest into the fishes' cavities. Rub the remaining 1 teaspoon oil all over the fish.  Using two heavy oven mitts transfer the block to a baking sheet. Put the fish on the hot block and slip the pan into the preheated oven. Roast for 5-minutes then turn over with a metal spatula scraping carefully to avoid tearing the skin. Roast until the flesh of the fish flakes to gentle pressure about 5 more minutes.  Transfer the fish to a serving platter using a wide spatula. Scatter the lime zest over the fish and drizzle with lime juice. Serve removing the fish from the bone at the table.   Serving the Whole Fish: Make a slit through the skin of the cooked fish down the length on the spine right above the dorsal fin using a narrow knife. Insert a spatula into the slit and slide it between the flesh and the bone. Make a slice just behind the head and just in front of the tail separating the top fillet from the skeleton. Lift the released fillet from the carcass and serve.  Using the spatula or two forks lift the central skeleton including the head and the tail from the bottom fillet and discard. Serve the bottom fillet.   
Five-Spice Crusted Salmon with Ginger Pan Sauce,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/seafood/Five-Spice Crusted Salmon with Ginger Pan Sauce,4 servings,  4 (5-ounce) salmon fillets skinless and pin bones removed 2 teaspoons ground Sichuan pepper 2 teaspoons ground star anise 2- 1/2 teaspoon ground fennel seeds  3/4 teaspoon ground cloves 1 teaspoon ground cinnamon 1 medium garlic clove peeled and minced 3 tablespoons canola or vegetable oil divided 2 medium shallots peeled and minced 2 tablespoons peeled and minced ginger  1/2 cup dry white wine   1/2 cup chicken broth low-sodium  2 teaspoons soy sauce more to taste Lemon wedges for garnish    , In ancient China the number five was believed to have curative powers. Most modern five spice powders may contain more than five consisting of a various spices including cinnamon star anise fennel clove ginger licorice Sichuan peppercorns and even dried tangerine peel.  Preheat an oven to 425 degrees and position an oven rack in the center.  To prepare spice mix: In small bowl use a whisk to combine the pepper star anise fennel cloves and cinnamon. Set aside.  To prepare salmon:  Press the spice mixture into the salmon and set aside. Place a large skillet on the stove over a medium heat and add 2 tablespoons of oil. When the oil is shimmering add the salmon fillet presentation side first and cook until lightly browned about 2 to 3 minutes. Using a fish spatula carefully flip the salmon and transfer to the oven to cook in the pan until the fish begins to flake about 8 minutes.   To prepare the sauce: While the salmon is cooking place a medium skillet on the stove over a medium heat and add the oil. When the oil is shimmering add the shallots and cook until tender about 3 minutes. Add the ginger and cook until fragrant about 1 minute. Add the wine bring to a boil and cook until reduced by half about 2 minutes. Add the broth and cook until reduced by half about 2 minutes. Stir in the soy sauce taste and adjust seasoning.  To serve: Transfer the salmon to 4 warmed dinner plates. Ladle the ginger pan sauce over and serve immediately.   
Chile Rogjo Salsa,Tested and perfected in the Sur la Table kitchen,home/recipes/appetizers/dips-spreads-sauces-seasonings/Chile Rogjo Salsa,3 cups,  4 dried ancho or pasilla chiles stemmed and seeded 1 (15-ounce) can tomato puree 1 yellow onion coarsely chopped 1 garlic clove minced  3/4 teaspoon granulated sugar plus more to taste 2 tablespoons fresh lime juice plus more to taste Sea salt    , To a large heatproof bowl add dried chiles and cover with boiling water. Set a plate over the chiles to submerge if necessary and set aside until softened about 30 minutes. Drain.  Transfer the chiles to a blender along with tomato puree onion garlic and sugar. Puree until smooth. Stir in lime juice. Taste and adjust seasoning with salt lime juice and sugar.  
Potato Mash with Braised Cabbage,Tested and perfected in the Sur la Table kitchen,home/recipes/side-dishes/vegetables/Potato Mash with Braised Cabbage,4 servings,  1- 1/2 pounds russet potatoes peeled 6 tablespoons unsalted butter more for serving if desired  3/4 medium cabbage cored and thinly shredded  3/4 cup whole milk  3/4 cup heavy cream 1 teaspoon whole grain mustard 3 green onions finely chopped Kosher salt and freshly ground black pepper to taste   , Colcannon is a traditional Irish potato recipe and a particular St. Patrick's Day favorite. It’s made from cabbage or kale with milk butter cream salt and pepper and served as an accompaniment with ham or Irish bacon.  In a large saucepan place potatoes cover with water and place on the stove over a high heat to boil. Cook the potatoes until tender about 25 minutes.  Using a colander drain the potatoes cut into large cubes and set-aside.   Place the butter into a medium saucepan and place on the stove over a medium-high heat. When the butter is melted add the cabbage and saute until the soft about 5 minutes. Add the milk cream and mustard. Bring the mixture to a boil add the potatoes and using a potato masher puree the potatoes until smooth. Add the green onions to the mix and using a wooden spoon thoroughly combine throughout the potatoes. Taste and season with salt and pepper.  To serve: Transfer the potato mixture to a bowl and if desired add additional dots of unsalted butter.    
Steamed Mussels in Tomato Broth,Ashley Cuoco,home/recipes/main-courses/seafood/Steamed Mussels in Tomato Broth, 4,   3/4 cup olive oil 1 onion chopped 3 garlic cloves roughly sliced 1 3/4 cup Pinot Grigio or other dry white wine Two 15-oz cans peeled chopped tomatoes 2 cups chicken or vegetable broth  1/2 teaspoon red pepper flakes 1 Tablespoon capers 1 tsp Italian seasoning 2 lbs mussels scrubbed and debearded  3/4 teaspoon freshly ground pepper 2 Tablespoons fresh chopped basil Crispy Italian bread and lemon wedges for serving  , In a large Dutch oven heat oil over medium-low heat. Add the onion and saute for 4 minutes. Add the garlic and cook a minute longer. Stir in wine and increase heat to medium-high. Let reduce for 10 minutes. Add tomatoes broth red pepper flakes capers and Italian seasoning. Bring to boil. Reduce to medium-low and simmer 15 minutes.  Sort through mussels and discard any that are open (tap shell-if it does not close discard) or have broken shells. Add mussels to the pot and cover. Steam for 5 minutes until the shells open. Give the pot a few gentle shakes during cooking time.  Taste broth and season with salt and pepper. Stir in basil. Serve in shallow bowls and ladle broth over mussels. Serve immediately with crispy bread for dipping into broth. 
Potato and Celery Root Gratin,Recipe developed for Sur La Table's Cooking Classes,home/recipes/side-dishes/vegetables/Potato and Celery Root Gratin,4 servings,   3/4 cup heavy whipping cream  3/4 cup whole milk 2 teaspoons minced thyme  3/4 teaspoon ground nutmeg 1 clove garlic peeled and minced 1 tablespoon unsalted butter Kosher salt and freshly ground black pepper 1 pound Yukon gold potatoes peeled and thinly sliced crosswise  1/2 pound celery root peeled and thinly sliced  1/2 cup grated Gruyere cheese   , This recipe highlights the wonderful flavors of the season in an ever-comforting dish. You can substitute the potatoes for other seasonal ingredients such as sweet potato or butternut squash to create a wonderful variation.  Preheat an oven to 350 degrees F and position an oven rack in the center.  In a medium saucepan combine the cream milk thyme nutmeg and garlic; place on the stove over a medium-high heat and bring to a simmer. Remove from the heat and set aside.  Using the butter grease the inside of a 1 quart baking dish. Evenly layer the bottom with half of the potatoes and then half of the celery root. Sprinkle with half of the cheese generously season with salt and pepper and repeat once more. Pour the hot cream mixture over the vegetables.  Cover the baking dish tightly with foil and place in the oven on a rimmed baking sheet. Bake until the potatoes and celery root are tender about 1 hour. Remove the foil and cook further until the cheese is golden brown about 10 minutes. Allow to cool slightly before serving.    
Warm Carrots with Citrus and Hazelnuts,Recipe developed for Sur La Table's Cooking Classes,home/recipes/side-dishes/vegetables/Warm Carrots with Citrus and Hazelnuts,4 servings,  1 lb. medium sized whole carrots peeled  2 cups freshly squeezed orange Juice  2 Tbsp. brown sugar  1 Tbsp. butter  2 thyme sprigs   1/2 cup hazelnuts  2 Tbsp. extra virgin olive oil  1 Tsp. ground ginger  1 Tsp. rosemary minced  1 Tsp. orange zest approximately the zest of 1 medium orange  1 Tsp. parsley minced  Kosher salt as needed  Extra-virgin olive oil as needed    ,  Carrots like any root vegetable require attention so that they are flavorful and cooked through but do not become mushy. Cooking the carrots sous vide produces a firm yet tender vegetable and with the addition of orange juice for cooking you will have layered bright flavors in the final dish.   Set sous vide circulator to 194 degrees F to preheat the water and preheat oven to 350 degrees F.   Heat orange juice and 1 Tbsp. brown sugar in a small pot and reduce to  1/3 or until slightly thick in consistency.   Pour reduced orange juice carrots butter thyme and a large pinch of salt into a sealable bag.   Place bag into preheated water clip to side of pot and let cook fully submerged for 1 hour.   While carrots are cooking spread hazelnuts onto a baking sheet and place in oven to toast until golden brown about 5 minutes.   Remove hazelnuts from oven and cool. Roughly chop nuts and place in a mixing bowl. Add olive oil. Toss with remaining 1 Tbsp. of brown sugar ground ginger rosemary orange zest and parsley and season with salt.   After the carrots are cooked remove from bag and pour excess liquid on top. Sprinkle with the hazelnut topping.   
Slow Cooker Stuffing,Tested and perfected in the Sur La Table kitchen,home/recipes/side-dishes/vegetables/Slow Cooker Stuffing,about 12 sevings,  2 tablespoons unsalted butter 1 large yellow onion cut into medium dice 12 ounces cremini mushrooms cut in quarters 4 celery ribs cut into medium dice 2 garlic cloves minced Sea salt Freshly ground black pepper  1/2 cup dry white wine 1 cup uncooked white rice 5 1/2 cups low sodium chicken broth  1/2 cup dried cranberries 1 tablespoon chopped fresh sage 1 tablespoon chopped fresh thyme 10 cups French style bread cut into cubes toasted   1/2 cup chopped almonds toasted for garnish 2 tablespoons chopped fresh parsley for garnish   , To a large skillet set over medium-high heat add butter. When butter is melted and foaming subsides add onion. Cook onion until tender and browning begins about 5 minutes. Add mushrooms cook until mushroom release their moisture and begin to brown about 5 minutes. Add celery and garlic season with salt and pepper and cook until celery is tender about 3 minutes. Add wine to the pan and cook scraping the bits from the bottom of the pan until wine has mostly evaporated.  Pour vegetable mixture into the insert of a slow cooker. Add rice broth cranberries and herbs stir to mix well. Taste liquid and adjust seasoning with salt and pepper as needed. Add toasted bread and gently fold together.  Cover and set your slow cooker on low for 5 to 6 hours or on high for 2 to 3 hours or until rice is cooked.  To serve: Garnish with almonds and parsley.  
Kalua Pork Sliders with Spicy Slaw,Instant Pot,home/recipes/main-courses/meat/Kalua Pork Sliders with Spicy Slaw,4 servings,  For the pork: 3 pounds pork shoulder fat trimmed  3 tablespoons red Hawaiian salt or flaky smoked salt plus more to taste 4 cloves garlic peeled and cut into slivers 3 slices thick-cut smoked bacon  3/4 cup water (Refer to your manufacturers' manual to see what the minimum amount of liquid is for your particular model and adjust accordingly.)   For the slaw:  2 tablespoons rice wine vinegar plus more to taste   1 tablespoon soy sauce 1 tablespoon granulated sugar   1 tablespoon fresh lime juice  3/4 cup mayonnaise 1 tablespoon garlic-chile sauce like Sriracha more to taste 1 tablespoon toasted sesame oil   1/2 small green or red cabbage (about 4 cups) cored and thinly sliced in a mandolin  1 medium carrot julienned  2 green onions thinly sliced  1 tablespoon toasted sesame seeds  Sea salt to taste Warm sweet Hawaiian rolls split for serving   ,  Contrary to its name Kahlua pork has no coffee liqueur added; it refers to long slow cooked pig. Kalua pua'a or roast pork is prepared in a Hawaiian imu or underground steam oven. Kalua pork is usually seasoned with sea salt with smokiness coming from the beach fire used to build the heat in the oven. We have created that same texture and flavor with a pressure cooker and a few slices of smoky bacon. For the most authentic flavor we recommend red Hawaiian salt but good flaky salt works well too. The ratio of salt to pork is 1 tablespoon per pound as the pressure cooker intensifies the salty flavor.   For the pork: Evenly sprinkle the pork with salt make several slits in the pork and stuff with the slivered garlic. Heat a pressure cooker to medium-high; when heated add the bacon and cook until crispy about 5 minutes. Using a slotted spoon transfer the bacon to a paper towel-lined plate and set aside reserving the fat. Keeping the temperature at medium-high add the pork to the reserved bacon fat and sear the pork on all sides until golden brown. Add the water and cooked bacon cover lock the lid and heat until pressure is reached. Maintain high pressure according to manufacturers' instructions and cook under pressure for 75 minutes.   Remove from heat or turn off release pressure naturally and remove lid. Transfer the pork to a medium bowl and using two forks shred the pork adding enough of the cooking liquid to keep it juicy. Taste and adjust seasoning with salt.  For the slaw: In a small bowl whisk together vinegar soy sugar lime juice mayonnaise chile sauce and sesame oil until well combined. In a large bowl combine cabbage carrots green onion and sesame seeds. Add dressing and toss to coat; taste and adjust seasoning with additional lime and salt. Slaw will stay crispy 1 to 2 hours refrigerated.   To serve: Assemble the sliders by topping sweet rolls with kalua pork and spicy slaw. Transfer sliders to a large platter and serve.      
Turkish White Beans,Christopher Kimball,home/recipes/side-dishes/pasta-grains-legumes/Turkish White Beans,6 servings,  2 tablespoons extra-virgin olive oil plus extra to serve 1 large yellow onion chopped 8 garlic cloves minced 3 tablespoons tomato paste 1 tablespoon paprika 1 teaspoon red pepper flakes 1 quart low-sodium chicken broth Kosher salt and ground black pepper 1 1/2 pounds boneless beef chuck trimmed and cut into 1 1/2-inch chunks 1 pound dried small white beans (such as navy)  1 (14 1/2-ounce) can diced tomatoes  1/2 cup minced fresh dill plus extra to serve 2 tablespoon pomegranate molasses (optional)    ,  Normally we soak dry beans overnight before cooking them. But in the pressure cooker we can skip that step with some beans. In this recipe we use dry small white beans (also called navy beans) which cook in the same time as the beef. Pomegranate molasses adds a bright tangy finish to the dish. If you can't find it drizzle the stew with lemon juice. Start timing the beans once the pot has reached high pressure.  Don't soak the white beans for this recipe; they will overcook before the meat is done if they aren't cooked from dry.  In a 5 1/2-liter or larger pressure cooker over medium-high heat the olive oil until shimmering. Add the onion and cook stirring occasionally until lightly browned about 5 minutes. Stir in the garlic tomato paste paprika and pepper flakes then cook until fragrant about 30 seconds.  Stir in the broth and 1 tablespoon salt. Stir in the beef and beans. Lock the lid in place and bring to high pressure (second red line). Adjust the heat to low to stabilize pressure at the second red line. Cook for 45 minutes.   Off heat allow the pressure to reduce naturally (about 20 minutes). Carefully open the lid and tilt it away from you to release the residual steam. Stir in the tomatoes cover (do not lock the lid) and let stand for 10 minutes. Stir in the dill and molasses. Taste and season with salt and pepper.   
Creamy Gruyere and Parmesan Risotto,Fagor,home/recipes/side-dishes/pasta-grains-legumes/Creamy Gruyere and Parmesan Risotto,4 servings,  2 tablespoons of sweet butter 1 tablespoon olive oil 1 tablespoon minced garlic 1 1/2 cups Arborio rice 4 cups chicken stock 1 cup crated Gruyere cheese (4 ounces)   3/4 cup grated Parmesan cheese Salt and pepper to taste  1/2 cup heavy cream    , Heat the butter oil and garlic in the cooker on the SAUTe setting. Saute the garlic until soft but not brown about 2 minutes.  Stir in the rice making sure to coat it thoroughly.  Pour in the stock and heavy cream. Close and lock the lid of the multi-cooker and set the regulator knob to PRESSURE. Set the cooker to the RISOTTO setting.  Once rice cooker cycle is complete release pressure but allow the risotto to rest on the warm cycle with the lid on for about 5 minutes.  Open the lid stir in the Gruyere and Parmesan and add salt to taste. Serve immediately.   
Peach Crostata,Jim Dodge,home/recipes/desserts/pies-pastries-tarts/Peach Crostata,1 serving,  Dough 1 1/2 cups organic unbleached all-purpose flour 5 oz. cold European or low-moisture unsalted butter 3 tablespoons cold water 1 large egg yolk 1 large egg white beaten until smooth  Filling 5 ripe medium-size peaches (about 2 pounds) 6 tablespoons sugar 2 tablespoons tapioca flour  , For the dough:  Line a cookie sheet with parchment paper so it lies flat on the pan. Set aside until needed. Adjust oven rack to the lower-third level and preheat oven to 425 degrees F.  Add the flour to the bowl of a food processor fitted with a metal blade. Remove the cold butter from the refrigerator and cut into about  3/4"-wide slices. Add the cold butter and salt on top of the flour place cover securely on top and pulse twice to coat the butter chunks with flour.  Process continuously until a coarse meal has formed. The mixture should feel cool and slightly grainy like cornmeal. If there are still large pieces of isolated butter then you need to process a little bit more but be careful not to overmix which would be beyond the coarse-meal stage.  Once the meal is coarse remove the cover. In a small bowl beat the yolk with the 3 tablespoons cold water until smooth. Pour over the top of the coarse meal halfway between the side of the bowl and the center blade. Place the cover on top and continue processing only until a ball forms and rolls around in the bowl twice. Stop the processor.   Lightly dust the top of a smooth counter with extra all-purpose flour. Turn the dough out onto center of the dusted counter. Dust the top of the dough lightly with flour from sifter. Knead the dough gently and quickly just until smooth. Dust lightly with additional flour only as needed to prevent the dough from sticking to the table and your hands.  Form dough into a round disc with smooth edges about 6 inches in diameter. Place the disc of dough on the center of the flour-dusted counter. Keep the counter and top of dough lightly dusted with flour while rolling. Occasionally glide your hand under the dough and rotate it in a circle to ensure it is not sticking to the counter. If the dough begins to stick to the counter or rolling pin that's when you want to dust with more flour. Roll the dough into a 12" circle. Using a dry soft 3-"-wide bristle pastry brush brush off any extra flour from the dough.  Roll the dough around the rolling pin and unroll on parchment-lined cookie sheet.   In a small bowl beat the egg white until smooth. Dip a small pastry brush into the egg white. Paint a thin layer of beaten egg white over the top of the rolled dough. Save the extra beaten egg white for use later.  For the filling:  Wash the peaches in cold water and towel dry. Cut into  1/2"-thick slices. Place slices in a large bowl. In a small bowl  combine the sugar and tapioca stir together until evenly blended. Sprinkle tapioca and sugar mixture over the peaches. Using a rubber spatula or large kitchen spoon fold only until the fruit is covered.   Add the peaches to the center of the dough and evenly spread leaving about a 2 1/2" border. Gently press the peaches to close any large gaps between the slices.   Glide your hand under the edge of the dough about 2 1/2" in and fold halfway toward the center of the filling. Continue this motion making a pleat as you fold each piece of the edge until you have finished and created an outer edge with an open center. Once done lightly paint the top ring of folded dough with egg white. Place in the preheated oven on the lower third rack.  After 30 minutes remove from the oven. Using the back of a large oval soup spoon gently press peaches down to the level of the juices. This will give a simple glaze to the top of the peaches. Return to the oven and reduce heat to 400 degrees F. Continue baking another15-20 minutes until the fruit is tender and the crust is golden brown. Place the pan on a wire rack for even cooling. 
Deep Dish Apple Pie,Breville,home/recipes/desserts/pies-pastries-tarts/Deep Dish Apple Pie,8 servings,  Pie Dough: 2 3/4 cups flour (12 ounces) (340g) all-purpose flour 1 tablespoon sugar 1 teaspoon kosher salt 2 sticks (8 ounces) (226g) cold butter cut into  1/2 inch cubes  1/2 cup (4 ounces) (113 ml) ice water  Filling: 5 pounds apples (2.27kg) peeled cored and sliced  3/4 inch thick (Can use one or more firm tart or sweet-tart varieties such as Granny Smith Pink Lady or Honeycrisp.)  1 cup sugar divided  1/2 cup brown sugar 1 1/2 teaspoons ground cinnamon  1/2 teaspoon ground nutmeg  1/2 teaspoon ground allspice  1/2 teaspoon ground ginger  1/2 teaspoon kosher salt 3 tablespoons butter divided 2 tablespoons cornstarch   ,  Prep time: 40min plus 3.5hrs cooling time Cook time: 75min + 20min for par-cooking the apples   For the dough: In a medium bowl combine flour sugar and salt.  Whisk to mix thoroughly. Add butter and using your fingers rub the butter into the dry ingredients until the butter resembles corn flakes. (If using a food processor pulse dry ingredients to combine add butter and then pulse a few times until mixture resembles coarse bread crumbs.)  Add the ice water and with your hands work the dough until it just comes together.  Be careful not to overwork the dough. (In a food processor add ice water and pulse a few times to distribute the ice water throughout the dough and dough just starts to come together.  It should not completely form into a ball and carousel around the bowl of the processor.)   Turn dough out onto a lightly floured surface and form a ball. Divide the dough in half.  Form each portion into a disk.  Wrap each disk in plastic wrap and refrigerate for at least 30 minutes.  Prepare the filling (instructions below).  While the filling is cooling roll out the bottom crust to about 14 inches (35cm) in diameter and about 1/8 inch thick (3 mm).  Gently fold it in half and drape it in the bottom of the pie dish.  Carefully unfold the crust.  Refrigerate for at least 10 minutes before adding the filling.   While the bottom crust chills roll out the top crust.   Place it in the center of a piece of a large piece of parchment (baking) paper.  Gently fold the crust into quarters.  Use the parchment paper to enclose the folded crust.  Refrigerate for at least 10 minutes.  For the filling: In a small bowl stir together  1/2 cup sugar brown sugar spices salt and cornstarch.  Set aside.    Heat a Dutch oven over medium heat.  Add half of the butter and heat until melted.  Add the apple slices and remaining  1/2 cup sugar toss to coat evenly.  Cook apples over medium heat for about 10 to 20 minutes to slightly soften gently stirring frequently to ensure even cooking.  (Parcooking the apples with sugar will help keep them from becoming mushy during baking and will “pre-shrink” them and prevent the large empty space that often forms beneath the baked crust.)   When the apples are softened using the lid drain off the liquid from the pan and discard.  Add remaining butter and stir to evenly coat the parcooked apples.  Spread the apples onto 1 or 2 rimmed baking sheets in a shallow layer and cool in the refrigerator freezer or on the counter to room temperature.  Set aside the Dutch oven but don't wash it.     After the apples have cooled scrape them back into the Dutch oven and sprinkle with remaining sugar spice and cornstarch mixture.  Stir to coat apples evenly.  To Assemble: Remove the crust-lined pie dish and top crust from the refrigerator.  Set the top crust aside.  Evenly fill the pie dish with the prepared apples.   Remove the quartered top crust from the parchment paper and position it on top of the pie.  Carefully unfold the crust making sure it is pliable and does not crack. (If crust is too cold to unfold without cracking wait another 2 or 3 minutes to unfold it.)   Once the top crust is opened and centered over the dish using kitchen shears or a sharp knife evenly trim the both top and bottom crusts so about  1/2 inch extends beyond the rim.  Crimp together the edges of both crusts.  Refrigerate the pie for about 15 minutes or place in freezer for about 10 minutes to firm up the crusts and prevent them from sagging while baking.  Before baking use a sharp knife to cut 4 or 5 two-inch (5cm) long slits in the top crust to vent the steam.   To Bake: Select BAKE/350 degrees F/CONVECTION. Dial up 1 hour 15 minutes and select ROTATE REMIND. Position wire rack in rack position 8.  When preheating has finished place the chilled pi 
Blueberry Gin Smash,Sur La Table,home/recipes/beverages/alcoholic-beverages/Blueberry Gin Smash,1 cocktail, 1/4 cup fresh blueberries 1/4 ounce freshly squeezed lime juice 4 mint leaves plus more for garnish 1 teaspoon granulated sugar Ice 1 1/2 ounce gin 1/2 ounce elderflower liquor such as Saint Germain Lime wheel and mint sprig for garnish , WATCH HOW TO MAKE THIS RECIPE HERE&gt;&gt;  1. To a cocktail shaker add blueberries lime juice mint and sugar. Using a muddler or the handle of a wooden spoon mash ingredients together until sugar dissolves.  2. Add a handful of ice to cocktail shaker along with gin and liquor. Top cocktail shaker with lid shake aggressively for about 10 seconds and strain into a coupe or highball glass. Add additional ice if desired. Garnish with mint sprig and citrus slices.  Recipe variations:  	Substitute vodka tequila or bourbon for gin.  	Don't like mint? Remove it or replace it with thyme basil or sage.  
